Date,Close,AdjClose,Volume,Currency
2017-12-08,3466.0,3466.0,214321,GBp
2017-12-11,3466.0,3466.0,197218,GBp
2017-12-12,3563.0,3563.0,359407,GBp
2017-12-13,3478.0,3478.0,277219,GBp
2017-12-14,3449.0,3449.0,203165,GBp
2017-12-15,3460.0,3460.0,237782,GBp
2017-12-18,3404.0,3404.0,267306,GBp
2017-12-19,3475.0,3475.0,223994,GBp
2017-12-20,3486.0,3486.0,91995,GBp
2017-12-21,3528.0,3528.0,97212,GBp
2017-12-22,3495.0,3495.0,54029,GBp
2017-12-27,3572.0,3572.0,125905,GBp
2017-12-28,3572.0,3572.0,82458,GBp
2017-12-29,3680.0,3680.0,126567,GBp
2018-01-02,3700.0,3700.0,189690,GBp
2018-01-03,3692.0,3692.0,205303,GBp
2018-01-04,3617.0,3617.0,129439,GBp
2018-01-05,3660.0,3660.0,272859,GBp
2018-01-08,3668.0,3668.0,275547,GBp
2018-01-09,3653.0,3653.0,321105,GBp
2018-01-10,3579.0,3579.0,185629,GBp
2018-01-11,3584.0,3584.0,258394,GBp
2018-01-12,3554.0,3554.0,217956,GBp
2018-01-15,3512.0,3512.0,217820,GBp
2018-01-16,3546.0,3546.0,206313,GBp
2018-01-17,3502.0,3502.0,160696,GBp
2018-01-18,3485.0,3485.0,207112,GBp
2018-01-19,3511.0,3511.0,184955,GBp
2018-01-22,3504.0,3504.0,174524,GBp
2018-01-23,3689.0,3689.0,469530,GBp
2018-01-24,3660.0,3660.0,261054,GBp
2018-01-25,3623.0,3623.0,317669,GBp
2018-01-26,3716.0,3716.0,207640,GBp
2018-01-29,3715.0,3715.0,709554,GBp
2018-01-30,3576.0,3576.0,408000,GBp
2018-01-31,3463.0,3463.0,934102,GBp
2018-02-01,3545.0,3545.0,484878,GBp
2018-02-02,3428.0,3428.0,355938,GBp
2018-02-05,3362.0,3362.0,347357,GBp
2018-02-06,3289.0,3289.0,531674,GBp
2018-02-07,3452.0,3452.0,904772,GBp
2018-02-08,3265.0,3265.0,446721,GBp
2018-02-09,3208.0,3208.0,264449,GBp
2018-02-12,3328.0,3328.0,351732,GBp
2018-02-13,3248.0,3248.0,285144,GBp
2018-02-14,3208.0,3208.0,434651,GBp
2018-02-15,3215.0,3215.0,369993,GBp
2018-02-16,3237.0,3237.0,251767,GBp
2018-02-19,3241.0,3241.0,185337,GBp
2018-02-20,3236.0,3236.0,252670,GBp
2018-02-21,3319.0,3319.0,654120,GBp
2018-02-22,3366.0,3366.0,374294,GBp
2018-02-23,3419.0,3419.0,406753,GBp
2018-02-26,3542.0,3542.0,475169,GBp
2018-02-27,3630.0,3630.0,511613,GBp
2018-02-28,3625.0,3625.0,540689,GBp
2018-03-01,3566.0,3566.0,327969,GBp
2018-03-02,3533.0,3533.0,204765,GBp
2018-03-05,3472.0,3472.0,584958,GBp
2018-03-06,3417.0,3417.0,245324,GBp
2018-03-07,3470.0,3470.0,389059,GBp
2018-03-08,3450.0,3450.0,294310,GBp
2018-03-09,3444.0,3444.0,166259,GBp
2018-03-12,3425.0,3425.0,136557,GBp
2018-03-13,3434.0,3434.0,158411,GBp
2018-03-14,3449.0,3449.0,96766,GBp
2018-03-15,3424.0,3424.0,195841,GBp
2018-03-16,3437.0,3437.0,312105,GBp
2018-03-19,3450.0,3450.0,99195,GBp
2018-03-20,3458.0,3458.0,114544,GBp
2018-03-21,3423.0,3423.0,204151,GBp
2018-03-22,3304.0,3304.0,288124,GBp
2018-03-23,3215.0,3215.0,285194,GBp
2018-03-26,3213.0,3213.0,178709,GBp
2018-03-27,3215.0,3215.0,212933,GBp
2018-03-28,3205.0,3205.0,308549,GBp
2018-03-29,3254.0,3254.0,167162,GBp
2018-04-03,3167.0,3167.0,311379,GBp
2018-04-04,3187.0,3187.0,263365,GBp
2018-04-05,3336.0,3336.0,373399,GBp
2018-04-06,3340.0,3340.0,427520,GBp
2018-04-09,3368.0,3368.0,156446,GBp
2018-04-10,3375.0,3375.0,190157,GBp
2018-04-11,3282.0,3282.0,450571,GBp
2018-04-12,3389.0,3389.0,430947,GBp
2018-04-13,3387.0,3387.0,183094,GBp
2018-04-16,3427.0,3427.0,143896,GBp
2018-04-17,3368.0,3368.0,263682,GBp
2018-04-18,3384.0,3384.0,272360,GBp
2018-04-19,3302.0,3302.0,967242,GBp
2018-04-20,3260.0,3260.0,784349,GBp
2018-04-23,3306.0,3306.0,188262,GBp
2018-04-24,3328.0,3328.0,202710,GBp
2018-04-25,3230.0,3230.0,160375,GBp
2018-04-26,3204.0,3204.0,349265,GBp
2018-04-27,3191.0,3191.0,321090,GBp
2018-04-30,3194.0,3194.0,179261,GBp
2018-05-01,3220.0,3220.0,271346,GBp
2018-05-02,3225.0,3225.0,389369,GBp
2018-05-03,3283.0,3283.0,493951,GBp
2018-05-04,3396.0,3396.0,471632,GBp
2018-05-08,3385.0,3385.0,307452,GBp
2018-05-09,3374.0,3374.0,279184,GBp
2018-05-10,3329.0,3329.0,210750,GBp
2018-05-11,3344.0,3344.0,224827,GBp
2018-05-14,3307.0,3307.0,131966,GBp
